app,approach,run,time_min,coverage_pct
K-9 Mail,Dynodroid,1,40,46.09
K-9 Mail,Dynodroid,1,45,47.23
K-9 Mail,Dynodroid,1,50,47.66
K-9 Mail,Dynodroid,1,55,47.14
K-9 Mail,Dynodroid,1,60,48.19
K-9 Mail,Dynodroid,2,0,0.0
K-9 Mail,Dynodroid,2,5,12.73
K-9 Mail,Dynodroid,2,10,22.07
K-9 Mail,Dynodroid,2,15,28.17
K-9 Mail,Dynodroid,2,20,32.25
K-9 Mail,Dynodroid,2,25,35.24
K-9 Mail,Dynodroid,2,30,37.87
K-9 Mail,Dynodroid,2,35,39.69
K-9 Mail,Dynodroid,2,40,38.22
K-9 Mail,Dynodroid,2,45,37.94
K-9 Mail,Dynodroid,2,50,38.55
K-9 Mail,Dynodroid,2,55,39.63
K-9 Mail,Dynodroid,2,60,40.0
K-9 Mail,Dynodroid,3,0,0.0
K-9 Mail,Dynodroid,3,5,10.44
K-9 Mail,Dynodroid,3,10,20.0
K-9 Mail,Dynodroid,3,15,26.52
K-9 Mail,Dynodroid,3,20,30.87
K-9 Mail,Dynodroid,3,25,31.64
K-9 Mail,Dynodroid,3,30,33.53
K-9 Mail,Dynodroid,3,35,33.89
K-9 Mail,Dynodroid,3,40,35.98
K-9 Mail,Dynodroid,3,45,35.26
K-9 Mail,Dynodroid,3,50,37.73
K-9 Mail,Dynodroid,3,55,34.42
K-9 Mail,Dynodroid,3,60,36.71
K-9 Mail,Dynodroid,4,0,0.45
K-9 Mail,Dynodroid,4,5,17.45
K-9 Mail,Dynodroid,4,10,32.73
K-9 Mail,Dynodroid,4,15,36.93
K-9 Mail,Dynodroid,4,20,40.08
K-9 Mail,Dynodroid,4,25,44.91
K-9 Mail,Dynodroid,4,30,44.71
K-9 Mail,Dynodroid,4,35,48.81
K-9 Mail,Dynodroid,4,40,48.73
K-9 Mail,Dynodroid,4,45,52.05
K-9 Mail,Dynodroid,4,50,50.32
K-9 Mail,Dynodroid,4,55,51.29
K-9 Mail,Dynodroid,4,60,50.72
K-9 Mail,Dynodroid,5,0,2.61
K-9 Mail,Dynodroid,5,5,18.25
K-9 Mail,Dynodroid,5,10,34.04
K-9 Mail,Dynodroid,5,15,40.93
K-9 Mail,Dynodroid,5,20,46.08
K-9 Mail,Dynodroid,5,25,49.69
K-9 Mail,Dynodroid,5,30,52.27
K-9 Mail,Dynodroid,5,35,50.48
K-9 Mail,Dynodroid,5,40,54.1
K-9 Mail,Dynodroid,5,45,56.54
K-9 Mail,Dynodroid,5,50,55.72
K-9 Mail,Dynodroid,5,55,54.02
K-9 Mail,Dynodroid,5,60,56.28
K-9 Mail,Dynodroid,6,0,2.56
K-9 Mail,Dynodroid,6,5,20.23
K-9 Mail,Dynodroid,6,10,30.58
K-9 Mail,Dynodroid,6,15,40.35
K-9 Mail,Dynodroid,6,20,43.9
K-9 Mail,Dynodroid,6,25,45.61
K-9 Mail,Dynodroid,6,30,49.26
K-9 Mail,Dynodroid,6,35,54.66
K-9 Mail,Dynodroid,6,40,53.02
K-9 Mail,Dynodroid,6,45,53.81
K-9 Mail,Dynodroid,6,50,54.23
K-9 Mail,Dynodroid,6,55,57.87
K-9 Mail,Dynodroid,6,60,57.68
K-9 Mail,Dynodroid,7,0,3.33
K-9 Mail,Dynodroid,7,5,11.54
K-9 Mail,Dynodroid,7,10,20.12
K-9 Mail,Dynodroid,7,15,22.69
K-9 Mail,Dynodroid,7,20,30.73
K-9 Mail,Dynodroid,7,25,29.14
K-9 Mail,Dynodroid,7,30,32.81
K-9 Mail,Dynodroid,7,35,31.91
K-9 Mail,Dynodroid,7,40,33.39
K-9 Mail,Dynodroid,7,45,33.5
K-9 Mail,Dynodroid,7,50,34.16
K-9 Mail,Dynodroid,7,55,34.48
K-9 Mail,Dynodroid,7,60,34.61
K-9 Mail,Dynodroid,8,0,1.25
K-9 Mail,Dynodroid,8,5,12.09
K-9 Mail,Dynodroid,8,10,23.3
K-9 Mail,Dynodroid,8,15,30.97
K-9 Mail,Dynodroid,8,20,32.52
K-9 Mail,Dynodroid,8,25,34.99
K-9 Mail,Dynodroid,8,30,37.58
K-9 Mail,Dynodroid,8,35,40.94
K-9 Mail,Dynodroid,8,40,40.3
K-9 Mail,Dynodroid,8,45,39.77
K-9 Mail,Dynodroid,8,50,41.67
K-9 Mail,Dynodroid,8,55,39.54
K-9 Mail,Dynodroid,8,60,42.39
K-9 Mail,Dynodroid,9,0,0.61
K-9 Mail,Dynodroid,9,5,15.67
K-9 Mail,Dynodroid,9,10,25.69
K-9 Mail,Dynodroid,9,15,32.87
K-9 Mail,Dynodroid,9,20,39.86
K-9 Mail,Dynodroid,9,25,44.16
K-9 Mail,Dynodroid,9,30,43.54
K-9 Mail,Dynodroid,9,35,46.65
K-9 Mail,Dynodroid,9,40,43.81
K-9 Mail,Dynodroid,9,45,46.73
K-9 Mail,Dynodroid,9,50,48.0
K-9 Mail,Dynodroid,9,55,46.97
K-9 Mail,Dynodroid,9,60,47.13
K-9 Mail,Dynodroid,10,0,0.0
K-9 Mail,Dynodroid,10,5,18.97
K-9 Mail,Dynodroid,10,10,30.67
K-9 Mail,Dynodroid,10,15,35.92
K-9 Mail,Dynodroid,10,20,41.67
K-9 Mail,Dynodroid,10,25,47.68
K-9 Mail,Dynodroid,10,30,51.79
K-9 Mail,Dynodroid,10,35,48.66
K-9 Mail,Dynodroid,10,40,53.16
K-9 Mail,Dynodroid,10,45,53.88
K-9 Mail,Dynodroid,10,50,57.25
K-9 Mail,Dynodroid,10,55,54.93
K-9 Mail,Dynodroid,10,60,56.31
K-9 Mail,Ad-hoc,1,0,0.21
K-9 Mail,Ad-hoc,1,5,6.92
K-9 Mail,Ad-hoc,1,10,19.15
K-9 Mail,Ad-hoc,1,15,24.46
K-9 Mail,Ad-hoc,1,20,29.68
K-9 Mail,Ad-hoc,1,25,38.52
K-9 Mail,Ad-hoc,1,30,32.41
K-9 Mail,Ad-hoc,1,35,40.38
K-9 Mail,Ad-hoc,1,40,39.12
K-9 Mail,Ad-hoc,1,45,41.35
K-9 Mail,Ad-hoc,1,50,41.92
K-9 Mail,Ad-hoc,1,55,42.18
K-9 Mail,Ad-hoc,1,60,42.61
K-9 Mail,Ad-hoc,2,0,0.49
K-9 Mail,Ad-hoc,2,5,8.47
K-9 Mail,Ad-hoc,2,10,20.25
K-9 Mail,Ad-hoc,2,15,25.02
K-9 Mail,Ad-hoc,2,20,29.03
K-9 Mail,Ad-hoc,2,25,34.0
K-9 Mail,Ad-hoc,2,30,39.64
K-9 Mail,Ad-hoc,2,35,39.35
K-9 Mail,Ad-hoc,2,40,42.56
K-9 Mail,Ad-hoc,2,45,42.38
K-9 Mail,Ad-hoc,2,50,45.75
K-9 Mail,Ad-hoc,2,55,46.52
K-9 Mail,Ad-hoc,2,60,48.95
K-9 Mail,Ad-hoc,3,0,0.0
K-9 Mail,Ad-hoc,3,5,9.77
K-9 Mail,Ad-hoc,3,10,15.75
K-9 Mail,Ad-hoc,3,15,22.86
K-9 Mail,Ad-hoc,3,20,23.99
K-9 Mail,Ad-hoc,3,25,29.41
K-9 Mail,Ad-hoc,3,30,30.51
K-9 Mail,Ad-hoc,3,35,32.66
K-9 Mail,Ad-hoc,3,40,34.42
K-9 Mail,Ad-hoc,3,45,35.85
K-9 Mail,Ad-hoc,3,50,36.22
K-9 Mail,Ad-hoc,3,55,37.44
K-9 Mail,Ad-hoc,3,60,40.04
K-9 Mail,Ad-hoc,4,0,1.48
K-9 Mail,Ad-hoc,4,5,9.88
K-9 Mail,Ad-hoc,4,10,14.57
K-9 Mail,Ad-hoc,4,15,19.12
K-9 Mail,Ad-hoc,4,20,25.94
K-9 Mail,Ad-hoc,4,25,28.98
K-9 Mail,Ad-hoc,4,30,32.33
K-9 Mail,Ad-hoc,4,35,31.13
K-9 Mail,Ad-hoc,4,40,33.18
K-9 Mail,Ad-hoc,4,45,32.22
K-9 Mail,Ad-hoc,4,50,35.0
K-9 Mail,Ad-hoc,4,55,37.79
K-9 Mail,Ad-hoc,4,60,36.14
K-9 Mail,Ad-hoc,5,0,0.96
K-9 Mail,Ad-hoc,5,5,12.61
K-9 Mail,Ad-hoc,5,10,23.43
K-9 Mail,Ad-hoc,5,15,29.04
K-9 Mail,Ad-hoc,5,20,36.98
K-9 Mail,Ad-hoc,5,25,37.11
K-9 Mail,Ad-hoc,5,30,45.01
K-9 Mail,Ad-hoc,5,35,45.72
K-9 Mail,Ad-hoc,5,40,52.22
K-9 Mail,Ad-hoc,5,45,53.32
K-9 Mail,Ad-hoc,5,50,54.21
K-9 Mail,Ad-hoc,5,55,56.85
K-9 Mail,Ad-hoc,5,60,53.97
K-9 Mail,Ad-hoc,6,0,2.62
K-9 Mail,Ad-hoc,6,5,15.46
K-9 Mail,Ad-hoc,6,10,24.66
K-9 Mail,Ad-hoc,6,15,35.25
K-9 Mail,Ad-hoc,6,20,38.53
K-9 Mail,Ad-hoc,6,25,44.13
K-9 Mail,Ad-hoc,6,30,48.48
K-9 Mail,Ad-hoc,6,35,51.74
K-9 Mail,Ad-hoc,6,40,53.39
K-9 Mail,Ad-hoc,6,45,58.71
K-9 Mail,Ad-hoc,6,50,57.97
K-9 Mail,Ad-hoc,6,55,60.04
K-9 Mail,Ad-hoc,6,60,59.56
K-9 Mail,Ad-hoc,7,0,0.0
K-9 Mail,Ad-hoc,7,5,11.4
K-9 Mail,Ad-hoc,7,10,16.69
K-9 Mail,Ad-hoc,7,15,26.12
K-9 Mail,Ad-hoc,7,20,29.36
K-9 Mail,Ad-hoc,7,25,38.44
K-9 Mail,Ad-hoc,7,30,39.98
K-9 Mail,Ad-hoc,7,35,41.22
K-9 Mail,Ad-hoc,7,40,44.87
K-9 Mail,Ad-hoc,7,45,43.19
K-9 Mail,Ad-hoc,7,50,46.44
K-9 Mail,Ad-hoc,7,55,46.82
K-9 Mail,Ad-hoc,7,60,47.62
K-9 Mail,Ad-hoc,8,0,1.91
K-9 Mail,Ad-hoc,8,5,14.4
K-9 Mail,Ad-hoc,8,10,24.1
K-9 Mail,Ad-hoc,8,15,29.25
K-9 Mail,Ad-hoc,8,20,36.58
K-9 Mail,Ad-hoc,8,25,42.73
K-9 Mail,Ad-hoc,8,30,46.87
K-9 Mail,Ad-hoc,8,35,48.0
K-9 Mail,Ad-hoc,8,40,55.63
K-9 Mail,Ad-hoc,8,45,56.08
K-9 Mail,Ad-hoc,8,50,56.12
K-9 Mail,Ad-hoc,8,55,56.41
K-9 Mail,Ad-hoc,8,60,56.84
K-9 Mail,Ad-hoc,9,0,0.0
K-9 Mail,Ad-hoc,9,5,12.04
K-9 Mail,Ad-hoc,9,10,21.6
K-9 Mail,Ad-hoc,9,15,26.59
K-9 Mail,Ad-hoc,9,20,34.59
K-9 Mail,Ad-hoc,9,25,38.24
K-9 Mail,Ad-hoc,9,30,39.03
K-9 Mail,Ad-hoc,9,35,43.26
K-9 Mail,Ad-hoc,9,40,46.0
K-9 Mail,Ad-hoc,9,45,51.07
K-9 Mail,Ad-hoc,9,50,50.33
K-9 Mail,Ad-hoc,9,55,48.47
K-9 Mail,Ad-hoc,9,60,51.96
K-9 Mail,Ad-hoc,10,0,0.0
K-9 Mail,Ad-hoc,10,5,11.39
K-9 Mail,Ad-hoc,10,10,16.66
K-9 Mail,Ad-hoc,10,15,23.14
K-9 Mail,Ad-hoc,10,20,29.88
K-9 Mail,Ad-hoc,10,25,29.56
K-9 Mail,Ad-hoc,10,30,32.19
K-9 Mail,Ad-hoc,10,35,35.59
K-9 Mail,Ad-hoc,10,40,39.72
K-9 Mail,Ad-hoc,10,45,37.2
K-9 Mail,Ad-hoc,10,50,36.26
K-9 Mail,Ad-hoc,10,55,40.63
K-9 Mail,Ad-hoc,10,60,42.76
K-9 Mail,SMATA,1,0,1.8
K-9 Mail,SMATA,1,5,19.1
K-9 Mail,SMATA,1,10,33.85
K-9 Mail,SMATA,1,15,47.06
K-9 Mail,SMATA,1,20,50.58
K-9 Mail,SMATA,1,25,58.76
K-9 Mail,SMATA,1,30,64.05
K-9 Mail,SMATA,1,35,67.71
K-9 Mail,SMATA,1,40,68.7
K-9 Mail,SMATA,1,45,71.31
K-9 Mail,SMATA,1,50,68.85
K-9 Mail,SMATA,1,55,72.59
K-9 Mail,SMATA,1,60,74.98
K-9 Mail,SMATA,2,0,0.0
K-9 Mail,SMATA,2,5,22.16
K-9 Mail,SMATA,2,10,39.08
K-9 Mail,SMATA,2,15,50.01
K-9 Mail,SMATA,2,20,59.75
K-9 Mail,SMATA,2,25,64.7
K-9 Mail,SMATA,2,30,70.76
K-9 Mail,SMATA,2,35,75.63
K-9 Mail,SMATA,2,40,77.65
K-9 Mail,SMATA,2,45,78.54
K-9 Mail,SMATA,2,50,81.24
K-9 Mail,SMATA,2,55,83.07
K-9 Mail,SMATA,2,60,79.74
K-9 Mail,SMATA,3,0,1.74
K-9 Mail,SMATA,3,5,18.53
K-9 Mail,SMATA,3,10,33.77
K-9 Mail,SMATA,3,15,45.37
K-9 Mail,SMATA,3,20,49.26
K-9 Mail,SMATA,3,25,55.98
K-9 Mail,SMATA,3,30,60.86
K-9 Mail,SMATA,3,35,63.26
K-9 Mail,SMATA,3,40,69.37
K-9 Mail,SMATA,3,45,67.21
K-9 Mail,SMATA,3,50,68.94
K-9 Mail,SMATA,3,55,71.03
K-9 Mail,SMATA,3,60,69.62
K-9 Mail,SMATA,4,0,0.0
K-9 Mail,SMATA,4,5,22.59
K-9 Mail,SMATA,4,10,38.01
K-9 Mail,SMATA,4,15,50.5
K-9 Mail,SMATA,4,20,58.84
K-9 Mail,SMATA,4,25,64.03
K-9 Mail,SMATA,4,30,71.72
K-9 Mail,SMATA,4,35,77.52
K-9 Mail,SMATA,4,40,77.63
K-9 Mail,SMATA,4,45,79.94
K-9 Mail,SMATA,4,50,82.13
K-9 Mail,SMATA,4,55,80.29
K-9 Mail,SMATA,4,60,85.56
K-9 Mail,SMATA,5,0,0.3
K-9 Mail,SMATA,5,5,16.5
K-9 Mail,SMATA,5,10,23.36
K-9 Mail,SMATA,5,15,34.9
K-9 Mail,SMATA,5,20,39.04
K-9 Mail,SMATA,5,25,42.94
K-9 Mail,SMATA,5,30,45.6
K-9 Mail,SMATA,5,35,47.2
K-9 Mail,SMATA,5,40,51.09
K-9 Mail,SMATA,5,45,50.78
K-9 Mail,SMATA,5,50,48.56
K-9 Mail,SMATA,5,55,50.53
K-9 Mail,SMATA,5,60,52.45
K-9 Mail,SMATA,6,0,0.46
K-9 Mail,SMATA,6,5,20.6
K-9 Mail,SMATA,6,10,37.84
K-9 Mail,SMATA,6,15,44.44
K-9 Mail,SMATA,6,20,55.99
K-9 Mail,SMATA,6,25,59.28
K-9 Mail,SMATA,6,30,67.76
K-9 Mail,SMATA,6,35,69.9
K-9 Mail,SMATA,6,40,73.2
K-9 Mail,SMATA,6,45,73.15
K-9 Mail,SMATA,6,50,77.76
K-9 Mail,SMATA,6,55,78.43
K-9 Mail,SMATA,6,60,78.5
K-9 Mail,SMATA,7,0,0.0
K-9 Mail,SMATA,7,5,20.14
K-9 Mail,SMATA,7,10,32.49
K-9 Mail,SMATA,7,15,45.4
K-9 Mail,SMATA,7,20,54.43
K-9 Mail,SMATA,7,25,59.37
K-9 Mail,SMATA,7,30,60.97
K-9 Mail,SMATA,7,35,65.79
K-9 Mail,SMATA,7,40,65.67
K-9 Mail,SMATA,7,45,70.21
K-9 Mail,SMATA,7,50,71.32
K-9 Mail,SMATA,7,55,68.8
K-9 Mail,SMATA,7,60,70.58
K-9 Mail,SMATA,8,0,0.0
K-9 Mail,SMATA,8,5,18.08
K-9 Mail,SMATA,8,10,30.44
K-9 Mail,SMATA,8,15,43.0
K-9 Mail,SMATA,8,20,50.33
K-9 Mail,SMATA,8,25,55.24
K-9 Mail,SMATA,8,30,58.53
K-9 Mail,SMATA,8,35,64.3
K-9 Mail,SMATA,8,40,67.48
K-9 Mail,SMATA,8,45,65.95
K-9 Mail,SMATA,8,50,67.0
K-9 Mail,SMATA,8,55,69.58
K-9 Mail,SMATA,8,60,68.99
K-9 Mail,SMATA,9,0,0.0
K-9 Mail,SMATA,9,5,20.39
K-9 Mail,SMATA,9,10,30.7
K-9 Mail,SMATA,9,15,46.12
K-9 Mail,SMATA,9,20,52.09
K-9 Mail,SMATA,9,25,57.17
K-9 Mail,SMATA,9,30,61.95
K-9 Mail,SMATA,9,35,65.22
K-9 Mail,SMATA,9,40,65.04
K-9 Mail,SMATA,9,45,71.62
K-9 Mail,SMATA,9,50,70.74
K-9 Mail,SMATA,9,55,72.3
K-9 Mail,SMATA,9,60,73.77
K-9 Mail,SMATA,10,0,0.0
K-9 Mail,SMATA,10,5,15.98
K-9 Mail,SMATA,10,10,26.18
K-9 Mail,SMATA,10,15,36.23
K-9 Mail,SMATA,10,20,37.98
K-9 Mail,SMATA,10,25,45.62
K-9 Mail,SMATA,10,30,48.27
K-9 Mail,SMATA,10,35,52.34
K-9 Mail,SMATA,10,40,54.27
K-9 Mail,SMATA,10,45,53.89
K-9 Mail,SMATA,10,50,54.91
K-9 Mail,SMATA,10,55,56.57
K-9 Mail,SMATA,10,60,55.96
WordPress,Monkey,1,0,1.26
WordPress,Monkey,1,5,14.33
WordPress,Monkey,1,10,18.69
WordPress,Monkey,1,15,26.97
WordPress,Monkey,1,20,28.43
WordPress,Monkey,1,25,28.89
WordPress,Monkey,1,30,30.22
WordPress,Monkey,1,35,32.65
WordPress,Monkey,1,40,34.7
WordPress,Monkey,1,45,33.3
WordPress,Monkey,1,50,31.99
WordPress,Monkey,1,55,33.62
WordPress,Monkey,1,60,32.27
WordPress,Monkey,2,0,0.0
WordPress,Monkey,2,5,16.49
WordPress,Monkey,2,10,25.6
WordPress,Monkey,2,15,33.13
WordPress,Monkey,2,20,36.96
WordPress,Monkey,2,25,38.23
WordPress,Monkey,2,30,38.66
WordPress,Monkey,2,35,38.37
WordPress,Monkey,2,40,40.97
WordPress,Monkey,2,45,38.23
WordPress,Monkey,2,50,41.45
WordPress,Monkey,2,55,38.83
WordPress,Monkey,2,60,39.23
WordPress,Monkey,3,0,0.0
WordPress,Monkey,3,5,23.96
WordPress,Monkey,3,10,39.74
WordPress,Monkey,3,15,46.5
WordPress,Monkey,3,20,51.28
WordPress,Monkey,3,25,52.84
WordPress,Monkey,3,30,51.63
WordPress,Monkey,3,35,53.46
WordPress,Monkey,3,40,53.16
WordPress,Monkey,3,45,56.53
WordPress,Monkey,3,50,52.85
WordPress,Monkey,3,55,56.05
WordPress,Monkey,3,60,56.08
WordPress,Monkey,4,0,2.74
WordPress,Monkey,4,5,12.54
WordPress,Monkey,4,10,21.44
WordPress,Monkey,4,15,27.75
WordPress,Monkey,4,20,25.58
WordPress,Monkey,4,25,25.4
WordPress,Monkey,4,30,25.53
WordPress,Monkey,4,35,29.78
WordPress,Monkey,4,40,26.09
WordPress,Monkey,4,45,28.46
WordPress,Monkey,4,50,29.73
WordPress,Monkey,4,55,29.39
WordPress,Monkey,4,60,29.77
WordPress,Monkey,5,0,0.33
WordPress,Monkey,5,5,13.39
WordPress,Monkey,5,10,16.34
WordPress,Monkey,5,15,20.2
WordPress,Monkey,5,20,21.95
WordPress,Monkey,5,25,25.4
WordPress,Monkey,5,30,26.08
WordPress,Monkey,5,35,25.72
WordPress,Monkey,5,40,26.99
WordPress,Monkey,5,45,23.54
WordPress,Monkey,5,50,27.86
WordPress,Monkey,5,55,27.67
WordPress,Monkey,5,60,26.5
WordPress,Monkey,6,0,2.67
WordPress,Monkey,6,5,10.76
WordPress,Monkey,6,10,19.73
WordPress,Monkey,6,15,23.4
WordPress,Monkey,6,20,27.78
WordPress,Monkey,6,25,26.32
WordPress,Monkey,6,30,29.69
WordPress,Monkey,6,35,30.98
WordPress,Monkey,6,40,30.16
WordPress,Monkey,6,45,29.65
WordPress,Monkey,6,50,27.81
WordPress,Monkey,6,55,28.05
WordPress,Monkey,6,60,31.21
WordPress,Monkey,7,0,1.17
WordPress,Monkey,7,5,21.4
WordPress,Monkey,7,10,32.6
WordPress,Monkey,7,15,36.65
WordPress,Monkey,7,20,41.63
WordPress,Monkey,7,25,48.05
WordPress,Monkey,7,30,44.33
WordPress,Monkey,7,35,47.12
WordPress,Monkey,7,40,48.67
WordPress,Monkey,7,45,45.45
WordPress,Monkey,7,50,47.71
WordPress,Monkey,7,55,48.89
WordPress,Monkey,7,60,47.53
WordPress,Monkey,8,0,4.3
WordPress,Monkey,8,5,15.55
WordPress,Monkey,8,10,29.55
WordPress,Monkey,8,15,33.15
WordPress,Monkey,8,20,37.55
WordPress,Monkey,8,25,38.69
WordPress,Monkey,8,30,37.83
WordPress,Monkey,8,35,39.76
WordPress,Monkey,8,40,36.9
WordPress,Monkey,8,45,40.74
WordPress,Monkey,8,50,40.37
WordPress,Monkey,8,55,40.92
WordPress,Monkey,8,60,41.58
WordPress,Monkey,9,0,0.55
WordPress,Monkey,9,5,13.31
WordPress,Monkey,9,10,18.94
WordPress,Monkey,9,15,23.14
WordPress,Monkey,9,20,28.15
WordPress,Monkey,9,25,29.71
WordPress,Monkey,9,30,27.85
WordPress,Monkey,9,35,28.63
WordPress,Monkey,9,40,27.4
WordPress,Monkey,9,45,30.63
WordPress,Monkey,9,50,29.93
WordPress,Monkey,9,55,31.87
WordPress,Monkey,9,60,27.66
WordPress,Monkey,10,0,0.0
WordPress,Monkey,10,5,19.47
WordPress,Monkey,10,10,30.59
WordPress,Monkey,10,15,35.06
WordPress,Monkey,10,20,37.24
WordPress,Monkey,10,25,41.6
WordPress,Monkey,10,30,42.31
WordPress,Monkey,10,35,40.38
WordPress,Monkey,10,40,44.07
WordPress,Monkey,10,45,43.95
WordPress,Monkey,10,50,42.49
WordPress,Monkey,10,55,42.45
WordPress,Monkey,10,60,43.19
WordPress,Dynodroid,1,0,0.0
WordPress,Dynodroid,1,5,15.31
WordPress,Dynodroid,1,10,22.27
WordPress,Dynodroid,1,15,33.67
WordPress,Dynodroid,1,20,34.61
WordPress,Dynodroid,1,25,42.29
WordPress,Dynodroid,1,30,41.6
WordPress,Dynodroid,1,35,43.17
WordPress,Dynodroid,1,40,43.47
WordPress,Dynodroid,1,45,44.6
WordPress,Dynodroid,1,50,47.58
WordPress,Dynodroid,1,55,42.0
WordPress,Dynodroid,1,60,47.83
WordPress,Dynodroid,2,0,0.51
WordPress,Dynodroid,2,5,16.69
WordPress,Dynodroid,2,10,29.3
WordPress,Dynodroid,2,15,41.74
WordPress,Dynodroid,2,20,43.38
WordPress,Dynodroid,2,25,46.8
WordPress,Dynodroid,2,30,52.74
WordPress,Dynodroid,2,35,53.22
WordPress,Dynodroid,2,40,52.44
WordPress,Dynodroid,2,45,54.92
WordPress,Dynodroid,2,50,53.56
WordPress,Dynodroid,2,55,57.09
WordPress,Dynodroid,2,60,57.26
WordPress,Dynodroid,3,0,0.8
WordPress,Dynodroid,3,5,12.83
WordPress,Dynodroid,3,10,23.17
WordPress,Dynodroid,3,15,26.05
WordPress,Dynodroid,3,20,27.98
WordPress,Dynodroid,3,25,32.91
WordPress,Dynodroid,3,30,37.03
WordPress,Dynodroid,3,35,33.49
WordPress,Dynodroid,3,40,35.22
WordPress,Dynodroid,3,45,36.89
WordPress,Dynodroid,3,50,36.52
WordPress,Dynodroid,3,55,35.35
WordPress,Dynodroid,3,60,38.66
WordPress,Dynodroid,4,0,3.48
WordPress,Dynodroid,4,5,13.98
WordPress,Dynodroid,4,10,21.5
WordPress,Dynodroid,4,15,26.68
WordPress,Dynodroid,4,20,33.51
WordPress,Dynodroid,4,25,37.54
WordPress,Dynodroid,4,30,38.45
WordPress,Dynodroid,4,35,38.97
WordPress,Dynodroid,4,40,38.92
WordPress,Dynodroid,4,45,38.73
WordPress,Dynodroid,4,50,41.99
WordPress,Dynodroid,4,55,42.36
WordPress,Dynodroid,4,60,38.84
WordPress,Dynodroid,5,0,2.38
WordPress,Dynodroid,5,5,14.31
WordPress,Dynodroid,5,10,24.56
WordPress,Dynodroid,5,15,26.48
WordPress,Dynodroid,5,20,30.5
WordPress,Dynodroid,5,25,35.04
WordPress,Dynodroid,5,30,37.83
WordPress,Dynodroid,5,35,40.99
WordPress,Dynodroid,5,40,40.18
WordPress,Dynodroid,5,45,39.3
WordPress,Dynodroid,5,50,38.49
WordPress,Dynodroid,5,55,42.12
WordPress,Dynodroid,5,60,39.0
WordPress,Dynodroid,6,0,2.44
WordPress,Dynodroid,6,5,9.03
WordPress,Dynodroid,6,10,18.18
WordPress,Dynodroid,6,15,21.07
WordPress,Dynodroid,6,20,22.69
WordPress,Dynodroid,6,25,24.03
WordPress,Dynodroid,6,30,25.58
WordPress,Dynodroid,6,35,27.59
WordPress,Dynodroid,6,40,27.64
WordPress,Dynodroid,6,45,27.02
WordPress,Dynodroid,6,50,27.92
WordPress,Dynodroid,6,55,28.46
WordPress,Dynodroid,6,60,25.26
WordPress,Dynodroid,7,0,0.69
WordPress,Dynodroid,7,5,14.53
WordPress,Dynodroid,7,10,25.0
WordPress,Dynodroid,7,15,31.39
WordPress,Dynodroid,7,20,36.05
WordPress,Dynodroid,7,25,39.94
WordPress,Dynodroid,7,30,43.07
WordPress,Dynodroid,7,35,48.52
WordPress,Dynodroid,7,40,45.77
WordPress,Dynodroid,7,45,47.48
WordPress,Dynodroid,7,50,48.25
WordPress,Dynodroid,7,55,48.14
WordPress,Dynodroid,7,60,48.02
WordPress,Dynodroid,8,0,0.0
WordPress,Dynodroid,8,5,18.05
WordPress,Dynodroid,8,10,29.22
WordPress,Dynodroid,8,15,31.12
WordPress,Dynodroid,8,20,36.88
WordPress,Dynodroid,8,25,41.21
WordPress,Dynodroid,8,30,42.33
WordPress,Dynodroid,8,35,45.97
WordPress,Dynodroid,8,40,45.09
WordPress,Dynodroid,8,45,50.07
WordPress,Dynodroid,8,50,49.04
WordPress,Dynodroid,8,55,47.87
WordPress,Dynodroid,8,60,49.28
WordPress,Dynodroid,9,0,1.66
WordPress,Dynodroid,9,5,14.08
WordPress,Dynodroid,9,10,23.7
WordPress,Dynodroid,9,15,31.75
WordPress,Dynodroid,9,20,37.41
WordPress,Dynodroid,9,25,39.34
WordPress,Dynodroid,9,30,38.79
WordPress,Dynodroid,9,35,41.3
WordPress,Dynodroid,9,40,43.3
WordPress,Dynodroid,9,45,43.91
WordPress,Dynodroid,9,50,47.39
WordPress,Dynodroid,9,55,42.63
WordPress,Dynodroid,9,60,45.65
WordPress,Dynodroid,10,0,2.23
WordPress,Dynodroid,10,5,17.44
WordPress,Dynodroid,10,10,22.82
WordPress,Dynodroid,10,15,30.47
WordPress,Dynodroid,10,20,34.81
WordPress,Dynodroid,10,25,37.08
WordPress,Dynodroid,10,30,38.54
WordPress,Dynodroid,10,35,40.62
WordPress,Dynodroid,10,40,37.02
WordPress,Dynodroid,10,45,42.41
WordPress,Dynodroid,10,50,41.96
WordPress,Dynodroid,10,55,41.69
WordPress,Dynodroid,10,60,45.27
WordPress,Ad-hoc,1,0,0.0
WordPress,Ad-hoc,1,5,7.5
WordPress,Ad-hoc,1,10,17.4
WordPress,Ad-hoc,1,15,18.08
WordPress,Ad-hoc,1,20,22.34
WordPress,Ad-hoc,1,25,25.92
WordPress,Ad-hoc,1,30,29.73
WordPress,Ad-hoc,1,35,30.58
WordPress,Ad-hoc,1,40,29.74
WordPress,Ad-hoc,1,45,31.98
WordPress,Ad-hoc,1,50,32.72
WordPress,Ad-hoc,1,55,34.18
WordPress,Ad-hoc,1,60,35.45
WordPress,Ad-hoc,2,0,0.63
WordPress,Ad-hoc,2,5,7.58
WordPress,Ad-hoc,2,10,19.82
WordPress,Ad-hoc,2,15,24.81
WordPress,Ad-hoc,2,20,31.35
